Bag,Sect,Depth top [m],Depth bot [m],Depth ice/snow [m],Grains [#] (Fabric Analyzer G50 (FA)),Grain size mean [pixel] (Fabric Analyzer G50 (FA)),"Sum vector norm (sum_vector_norm, Fabric Analy...)",Pref orient [%] (Fabric Analyzer G50 (FA)),Pref orient [%] (Weighted),Conc param (Fabric Analyzer G50 (FA)),Conc param (Weighted),Spherical apt [deg] (Fabric Analyzer G50 (FA)),Spherical apt [deg] (Weighted),EVA1 (Fabric Analyzer G50 (FA)),EVA1 (Weighted),EVA2 (Fabric Analyzer G50 (FA)),EVA2 (Weighted),EVA3 (Fabric Analyzer G50 (FA)),EVA3 (Weighted),Woodcock param (Fabric Analyzer G50 (FA)),Woodcock param (Weighted),Grain area [mm**2] (Fabric Analyzer G50 (FA))
2475,1,1360.7,1360.79,1360.75,1193,8621,0.63484,26.9681,33.5542,2.73853,3.00745,58.7142,54.6353,0.00559494,0.00498651,0.482315,0.409785,0.51209,0.585229,0.0134407,0.0808299,3.4484
2475,2,1360.79,1360.88,1360.84,1220,7532,0.662438,32.4876,34.0503,2.96242,3.03013,55.2513,54.3338,0.0059987,0.00560447,0.468525,0.432042,0.525476,0.562354,0.0263228,0.06067,3.0128
2475,3,1360.88,1360.98,1360.93,1129,5985,0.710918,42.1837,33.0762,3.45923,2.98583,49.4969,54.9282,0.00654551,0.00645398,0.419026,0.463519,0.574429,0.530027,0.0758435,0.0313703,2.394
2475,4,1360.98,1361.07,1361.02,1124,10099,0.620314,24.0628,42.8728,2.63375,3.49784,60.6241,49.127,0.00616428,0.00540346,0.457077,0.407729,0.536759,0.586867,0.0373189,0.0842348,4.0396
2475,5,1361.07,1361.16,1361.11,1268,9048,0.656841,31.3683,37.9514,2.9141,3.22074,55.9391,52.0009,0.00655579,0.00658095,0.432489,0.42805,0.560955,0.565369,0.062084,0.0666433,3.6192
2475,6,1361.16,1361.25,1361.2,957,12128,0.682155,36.431,33.6158,3.14618,3.00962,52.8732,54.6063,0.00571384,0.00571963,0.398629,0.447461,0.595657,0.546819,0.0946107,0.0459962,4.8512
2486,1,1366.75,1366.84,1366.8,1388,9048,0.73856,47.712,41.129,3.82497,3.39481,46.3114,50.1345,0.00582296,0.00678127,0.378357,0.410745,0.61582,0.582474,0.116702,0.0851188,3.6192
2486,2,1366.84,1366.93,1366.89,1890,6132,0.775227,55.0453,46.486,4.44892,3.73536,42.1043,47.0313,0.00795739,0.0102248,0.31931,0.350807,0.672732,0.638968,0.201834,0.169603,2.4528
2486,3,1366.93,1367.03,1366.98,1702,7441,0.759317,51.8635,48.2337,4.15485,3.86125,43.9321,46.0297,0.00658217,0.00840933,0.339873,0.362864,0.653545,0.628727,0.165772,0.146006,2.9764
2486,4,1367.03,1367.12,1367.07,1545,7869,0.740786,48.1572,40.4792,3.85781,3.35799,46.0561,50.511,0.00650891,0.00677398,0.362029,0.410048,0.631462,0.583178,0.138436,0.0858403,3.1476
2486,5,1367.12,1367.21,1367.16,1647,6708,0.791205,58.2411,49.2372,4.78939,3.9375,40.2566,45.4548,0.00693097,0.00739567,0.305663,0.363532,0.687406,0.629072,0.214035,0.140791,2.6832
2486,6,1367.21,1367.3,1367.25,1818,6541,0.735594,47.1188,45.4079,3.78206,3.66152,46.6517,47.6521,0.00790577,0.00822947,0.360418,0.373166,0.631676,0.618605,0.146901,0.132513,2.6164
2506,1,1377.75,1377.84,1377.8,2110,5470,0.76557,53.1139,50.6099,4.26566,4.04747,43.2147,44.664,0.011345,0.0129563,0.331348,0.340406,0.657307,0.646638,0.202994,0.196309,2.188
2506,2,1377.84,1377.93,1377.89,2351,4812,0.780157,56.0314,53.3571,4.5487,4.28607,41.5358,43.0865,0.012886,0.0157693,0.309432,0.322334,0.677682,0.661897,0.246631,0.238448,1.9248
2506,3,1377.93,1378.03,1377.98,2548,4383,0.782718,56.5436,55.7082,4.60231,4.51374,41.24,41.7323,0.01223,0.0139176,0.307225,0.305432,0.680545,0.68065,0.246709,0.259447,1.7532
2506,4,1378.03,1378.12,1378.07,2001,4200,0.74716,49.4321,50.368,3.95508,4.02764,45.3254,44.8034,0.0127836,0.0150715,0.341914,0.345521,0.645302,0.639407,0.193269,0.1965,1.68
2506,5,1378.12,1378.21,1378.16,1730,4427,0.718031,43.6061,6.31458,3.54649,2.13357,48.6735,75.5102,0.0124392,0.0140605,0.392589,0.380069,0.594972,0.60587,0.120441,0.141436,1.7708
2506,6,1378.21,1378.3,1378.25,2229,4550,0.720893,44.1786,48.7494,3.58286,3.90064,48.343,45.7298,0.0115906,0.013686,0.356465,0.341535,0.631945,0.644779,0.167122,0.197527,1.82
2535,1,1393.7,1393.79,1393.75,2752,3755,0.764994,52.9989,54.0604,4.25522,4.35196,43.2807,42.6806,0.0132551,0.0141232,0.324552,0.320906,0.662193,0.66497,0.222982,0.233274,1.502
2535,2,1393.79,1393.88,1393.84,3189,2948,0.777931,55.5863,58.9631,4.50311,4.87214,41.7926,39.8441,0.0154401,0.0165803,0.308247,0.287231,0.676313,0.696188,0.262448,0.310417,1.1792
2535,3,1393.88,1393.98,1393.93,3390,3202,0.788808,57.7617,59.1892,4.73504,4.89922,40.5348,39.7119,0.015326,0.0170298,0.295579,0.286478,0.689095,0.696492,0.28602,0.314732,1.2808
2535,4,1393.98,1394.07,1394.02,3213,3308,0.791812,58.3624,60.0417,4.80336,5.00366,40.1861,39.2144,0.0159422,0.0180835,0.292835,0.281072,0.691223,0.700844,0.295073,0.333019,1.3232
2535,5,1394.07,1394.16,1394.11,2848,3685,0.766109,53.2219,54.6229,4.2755,4.40597,43.1527,42.3566,0.0140474,0.0152243,0.329562,0.319932,0.656391,0.664844,0.218358,0.240195,1.474
2535,6,1394.16,1394.25,1394.2,2839,3959,0.769098,53.8196,55.5285,4.33084,4.49567,42.8094,41.835,0.0129001,0.0148433,0.322657,0.312191,0.664443,0.672965,0.22438,0.252154,1.5836
2565,1,1410.2,1410.29,1410.25,2641,4389,0.807163,61.4325,57.4604,5.18572,4.69972,38.3912,40.7188,0.0103212,0.0128491,0.275294,0.303227,0.714384,0.683924,0.290403,0.257296,1.7556
2565,2,1410.29,1410.38,1410.34,2572,4476,0.79681,59.362,53.4328,4.9215,4.2932,39.6041,43.042,0.0105092,0.0123477,0.286466,0.319306,0.703025,0.668346,0.27161,0.227092,1.7904
2565,3,1410.38,1410.48,1410.43,2574,4668,0.782378,56.4756,54.3705,4.59512,4.38143,41.2793,42.5029,0.0104454,0.0124893,0.309353,0.32353,0.680201,0.663981,0.232535,0.220918,1.8672
2565,4,1410.48,1410.57,1410.52,2686,4381,0.797413,59.4827,56.3938,4.93616,4.5848,39.5337,41.3359,0.0104133,0.0120435,0.288671,0.310532,0.700916,0.677424,0.267022,0.240021,1.7524
2565,5,1410.57,1410.66,1410.61,1844,4915,0.791012,58.2025,53.3425,4.78497,4.28423,40.279,43.098,0.011579,0.0155568,0.300269,0.32609,0.688152,0.658354,0.254749,0.230906,1.966
2565,6,1410.66,1410.75,1410.7,3100,3860,0.791305,58.261,56.8569,4.79169,4.63424,40.245,41.0669,0.0119876,0.0147774,0.295569,0.294242,0.692444,0.69098,0.265622,0.285396,1.544
2596,1,1427.25,1427.34,1427.3,2642,4324,0.778541,55.7083,51.8906,4.51552,4.15562,41.7222,43.927,0.0102027,0.0123845,0.31212,0.338421,0.677677,0.649195,0.226642,0.196939,1.7296
2596,2,1427.34,1427.43,1427.39,2217,4750,0.763851,52.7702,50.3643,4.23462,4.02754,43.412,44.8041,0.00904096,0.0120994,0.330743,0.349486,0.660217,0.638415,0.19203,0.179146,1.9
2596,3,1427.43,1427.53,1427.48,2562,4426,0.787931,57.5862,51.8242,4.71545,4.14984,40.6366,43.9654,0.00960673,0.0116279,0.297556,0.336687,0.692837,0.651685,0.246186,0.196215,1.7704
2596,4,1427.53,1427.62,1427.57,2706,3894,0.786659,57.3318,54.3997,4.68733,4.38432,40.784,42.4856,0.00979203,0.0122442,0.303042,0.321483,0.687166,0.666273,0.23853,0.223004,1.5576
2596,5,1427.62,1427.71,1427.66,2625,4431,0.780239,56.0479,52.8346,4.55041,4.23878,41.5263,43.3854,0.00914363,0.0116316,0.309106,0.32731,0.68175,0.661059,0.224669,0.210638,1.7724
2596,6,1427.71,1427.8,1427.75,2820,4075,0.804138,60.8276,56.3824,5.10563,4.58368,38.7467,41.3421,0.00991529,0.01308,0.280244,0.30726,0.709841,0.67966,0.278125,0.251503,1.63
2600,1,1429.45,1429.54,1429.5,2104,4395,0.78675,57.3499,54.8185,4.68932,4.42449,40.7735,42.2473,0.00944693,0.0108428,0.302522,0.320085,0.688031,0.669072,0.237037,0.217809,1.758
2600,2,1429.54,1429.63,1429.59,1036,3197,0.78352,56.7041,56.306,4.61937,4.57287,41.1473,41.4017,0.0186395,0.0287744,0.291729,0.294229,0.689632,0.676996,0.312787,0.358431,1.2788
2600,3,1429.63,1429.73,1429.68,2707,4582,0.787142,57.4283,53.958,4.69796,4.34226,40.7281,42.7396,0.00938752,0.0117052,0.301349,0.325152,0.689263,0.663143,0.238507,0.214393,1.8328
2626,1,1443.75,1443.84,1443.8,2585,4006,0.795571,59.1142,54.4989,4.89167,4.3938,39.7486,42.429,0.0136797,0.0155854,0.288986,0.319444,0.697335,0.664971,0.288772,0.242749,1.6024
2626,2,1443.84,1443.93,1443.89,2521,4429,0.787723,57.5445,54.693,4.71082,4.41257,40.6607,42.3175,0.012595,0.0150303,0.301426,0.319332,0.685979,0.665637,0.258981,0.240338,1.7716
2626,3,1443.93,1444.03,1443.98,2371,4443,0.784131,56.8261,52.037,4.63243,4.16812,41.0767,43.8442,0.0111836,0.0148737,0.3067,0.337399,0.682116,0.647727,0.241385,0.208927,1.7772
2626,4,1444.03,1444.12,1444.07,2634,4492,0.771529,54.3059,54.4805,4.37693,4.39206,42.5298,42.4393,0.0114721,0.015744,0.318308,0.316587,0.67022,0.667669,0.224063,0.248638,1.7968
2626,5,1444.12,1444.21,1444.16,2391,4477,0.777541,55.5081,52.717,4.4952,4.22808,41.8377,43.4539,0.0123113,0.0147649,0.316482,0.331245,0.671207,0.65399,0.231559,0.218682,1.7908
2626,6,1444.21,1444.3,1444.25,2539,4343,0.760504,52.1008,46.6325,4.17543,3.74612,43.796,46.943,0.0118472,0.0156256,0.330823,0.319026,0.657329,0.665348,0.206218,0.243684,1.7372
2635,1,1448.7,1448.79,1448.75,1969,3191,0.812211,62.4422,58.2316,5.32512,4.78587,37.7955,40.2744,0.00973616,0.0117896,0.268347,0.297104,0.721917,0.691107,0.298402,0.26162,1.2764
2635,2,1448.79,1448.88,1448.84,3240,2983,0.786101,57.2203,58.0718,4.67511,4.76859,40.8486,40.3624,0.0100058,0.0125004,0.299675,0.29525,0.690319,0.692249,0.245462,0.269483,1.1932
2635,3,1448.88,1448.98,1448.93,2749,3326,0.78835,57.67,56.035,4.72478,4.54741,40.588,41.543,0.00903056,0.0112725,0.299765,0.310017,0.691204,0.67871,0.238534,0.236422,1.3304
2635,4,1448.98,1449.07,1449.02,3026,3798,0.79392,58.7841,56.462,4.85249,4.59217,39.9408,41.2955,0.00866171,0.00956109,0.29425,0.31143,0.697089,0.679009,0.24464,0.223759,1.5192
2635,5,1449.07,1449.16,1449.11,3145,3316,0.786781,57.3562,57.3082,4.69002,4.68325,40.7698,40.8055,0.00871447,0.0102575,0.292916,0.30253,0.69837,0.687213,0.247195,0.242442,1.3264
2635,6,1449.16,1449.25,1449.2,3239,3265,0.799764,59.9528,57.99,4.99411,4.75931,39.2591,40.4099,0.00929642,0.0116496,0.289818,0.301987,0.700885,0.686364,0.25674,0.252226,1.306
2666,1,1465.75,1465.84,1465.8,2178,4270,0.80116,60.232,52.1601,5.02917,4.1787,39.0958,43.7745,0.0139353,0.0183375,0.282291,0.331028,0.703774,0.650634,0.303644,0.233558,1.708
2666,2,1465.84,1465.93,1465.89,2717,3688,0.779683,55.9366,52.3576,4.53891,4.1964,41.5906,43.6587,0.0135955,0.0163073,0.300536,0.330881,0.685868,0.652812,0.266526,0.225747,1.4752
2666,3,1465.93,1466.03,1465.98,3180,3594,0.782989,56.5979,53.0581,4.60807,4.25924,41.2087,43.2552,0.0155468,0.0200798,0.293769,0.308009,0.690684,0.671911,0.290884,0.285669,1.4376
2666,4,1466.03,1466.12,1466.07,2990,3312,0.790539,58.1077,54.6537,4.77415,4.40903,40.334,42.3385,0.0160518,0.0187938,0.296512,0.319415,0.687436,0.661792,0.288341,0.257137,1.3248
2666,5,1466.12,1466.21,1466.16,2525,4216,0.785371,57.0742,52.0922,4.6592,4.17303,40.9331,43.8118,0.0120983,0.0141884,0.303261,0.334499,0.684641,0.651313,0.252768,0.210858,1.6864
2666,6,1466.21,1466.3,1466.25,2864,4153,0.787635,57.5271,53.7138,4.70888,4.31943,40.6708,42.8795,0.0135631,0.0168322,0.298462,0.321791,0.687975,0.661377,0.270148,0.24416,1.6612
2696,1,1482.25,1482.34,1482.3,2348,4391,0.785495,57.099,51.2074,4.66189,4.09724,40.9188,44.3201,0.0153764,0.0217104,0.299519,0.330589,0.685104,0.6477,0.278645,0.246981,1.7564
2696,2,1482.34,1482.43,1482.39,2475,4782,0.773942,54.7884,52.1715,4.42364,4.17992,42.2523,43.7665,0.0132927,0.0153725,0.315202,0.333307,0.671506,0.65132,0.238886,0.21776,1.9128
2696,3,1482.43,1482.53,1482.48,2533,4350,0.77872,55.7441,50.1179,4.51917,4.00787,41.7016,44.9437,0.0134635,0.0152679,0.306371,0.343789,0.680165,0.640943,0.255228,0.200019,1.74
2696,4,1482.53,1482.62,1482.57,2341,4773,0.791125,58.225,53.2121,4.78756,4.27278,40.2659,43.1698,0.0130188,0.0161886,0.290449,0.323727,0.696533,0.660085,0.2817,0.237839,1.9092
2696,5,1482.62,1482.71,1482.66,2713,4140,0.800227,60.0455,55.6154,5.00569,4.50441,39.2049,41.7852,0.0147248,0.0175395,0.282484,0.310728,0.702791,0.671733,0.308534,0.268205,1.656
2696,6,1482.71,1482.8,1482.75,2856,3641,0.781529,56.3057,53.1763,4.57726,4.26984,41.3774,43.1883,0.014504,0.0173628,0.305357,0.328335,0.680139,0.654302,0.262817,0.23456,1.4564
2726,2,1498.84,1498.93,1498.89,2574,3939,0.754239,50.8477,54.7717,4.06899,4.42029,44.5143,42.272,0.012112,0.0147994,0.334193,0.312818,0.653695,0.672383,0.202237,0.250803,1.5756
2726,3,1498.93,1499.03,1498.98,2250,4125,0.777912,55.5823,55.4757,4.50271,4.48993,41.7949,41.8678,0.011902,0.0138153,0.334193,0.312818,0.653695,0.672383,0.202237,0.250803,1.65
2726,4,1499.03,1499.12,1499.07,2497,4373,0.750169,50.0337,54.3034,4.0027,4.37494,44.9807,42.5418,0.0120142,0.0132596,0.31656,0.310496,0.671538,0.675689,0.229229,0.249828,1.7492
2726,5,1499.12,1499.21,1499.16,2434,4217,0.703208,40.6416,53.8786,3.36936,4.3346,50.3938,42.7864,0.0120306,0.0155214,0.350579,0.312382,0.637407,0.674358,0.177211,0.243562,1.6868
2726,6,1499.21,1499.3,1499.25,2503,4136,0.699554,39.9108,55.9658,3.32839,4.54011,50.8206,41.5839,0.0116513,0.0142339,0.381909,0.320051,0.60606,0.664428,0.133555,0.241369,1.6544
2756,1,1515.25,1515.34,1515.3,2588,4106,0.756754,51.3507,52.1473,4.11106,4.17788,44.226,43.7799,0.011899,0.0150355,0.354849,0.31081,0.6335,0.674956,0.169649,0.251484,1.6424
2756,2,1515.34,1515.43,1515.39,2385,4242,0.736135,47.2271,51.7622,3.78982,4.14438,46.5896,44.0017,0.0101783,0.0120252,0.341864,0.329277,0.646237,0.655688,0.189626,0.223162,1.6968
2756,3,1515.43,1515.53,1515.48,2683,3897,0.766353,53.2706,57.3462,4.27996,4.68717,43.1248,40.7848,0.0112705,0.0121976,0.366195,0.334357,0.623627,0.653618,0.14859,0.201586,1.5588
2756,4,1515.53,1515.62,1515.57,2275,4674,0.764804,52.9607,54.8139,4.25176,4.4242,43.3027,42.249,0.0101817,0.0122769,0.322246,0.296818,0.666483,0.690984,0.216722,0.264733,1.8696
2756,5,1515.62,1515.71,1515.66,2562,4043,0.760593,52.1185,52.8317,4.17698,4.23848,43.7858,43.3872,0.0120266,0.0137083,0.340469,0.318638,0.64935,0.669085,0.183959,0.227819,1.6172
2756,6,1515.71,1515.8,1515.75,2370,4428,0.756522,51.3044,52.7132,4.10715,4.22773,44.2526,43.4561,0.0104792,0.011574,0.339667,0.327485,0.648307,0.658807,0.193484,0.220262,1.7712
2786,1,1531.75,1531.84,1531.8,3036,3749,0.794592,58.9184,55.6824,4.86836,4.51139,39.8626,41.7456,0.0108215,0.0135154,0.349051,0.32598,0.64047,0.662446,0.173136,0.212428,1.4996
2786,2,1531.84,1531.93,1531.89,2745,3980,0.800621,60.1242,54.3411,5.01557,4.37871,39.1589,42.5191,0.00973033,0.0115285,0.288492,0.313375,0.700687,0.673109,0.270289,0.243197,1.592
2786,3,1531.93,1532.03,1531.98,2525,4493,0.791907,58.3813,53.1675,4.80553,4.26885,40.1751,43.1946,0.00953739,0.0107229,0.286433,0.321243,0.703837,0.667229,0.265812,0.219674,1.7972
2786,4,1532.03,1532.12,1532.07,2744,3518,0.811417,62.2834,57.1263,5.3027,4.66317,37.8894,40.912,0.00985514,0.0119383,0.291884,0.327076,0.698579,0.662201,0.255088,0.206382,1.4072
2786,5,1532.12,1532.21,1532.16,2803,3868,0.808111,61.6223,56.4559,5.21136,4.59141,38.2794,41.2997,0.00961942,0.0115515,0.271543,0.30438,0.718602,0.683681,0.293471,0.249871,1.5472
2786,6,1532.21,1532.3,1532.25,3238,3052,0.820001,64.0002,58.9325,5.55559,4.86853,36.8698,39.8618,0.0114098,0.0136881,0.280219,0.314939,0.710162,0.67351,0.275795,0.229953,1.2208
2817,1,1548.8,1548.89,1548.85,3584,2831,0.803776,60.7553,61.3302,5.09622,5.17055,38.7892,38.4577,0.0104709,0.0123137,0.261788,0.29261,0.726803,0.693702,0.325918,0.281879,1.1324
2817,2,1548.89,1548.98,1548.94,3034,2533,0.791627,58.3254,59.1984,4.79909,4.90015,40.2076,39.7074,0.0181134,0.0199757,0.278451,0.276765,0.711078,0.710921,0.285779,0.303103,1.0132
2817,3,1548.98,1549.08,1549.03,3418,2711,0.809016,61.8031,61.9695,5.23603,5.25739,38.1729,38.0813,0.0108122,0.0111427,0.287065,0.2828,0.694821,0.697225,0.319916,0.340488,1.0844
2817,4,1549.08,1549.17,1549.12,3139,2572,0.797402,59.4803,59.2912,4.93588,4.91138,39.5351,39.653,0.0171597,0.0183357,0.276448,0.273483,0.712739,0.715375,0.29219,0.300447,1.0288
2817,5,1549.17,1549.26,1549.21,3084,3027,0.775875,55.175,58.4874,4.4618,4.81626,42.0296,40.1212,0.0115272,0.0120514,0.285602,0.285771,0.697239,0.695893,0.317396,0.324069,1.2108
2817,6,1549.26,1549.35,1549.3,3470,2831,0.794817,58.9634,60.3948,4.87369,5.04839,39.8365,39.0071,0.0118086,0.0129208,0.312955,0.295845,0.675518,0.692104,0.233063,0.265539,1.1324
2846,1,1564.75,1564.84,1564.8,2165,4211,0.769563,53.9127,53.9596,4.33959,4.34201,42.7559,42.7412,0.0116237,0.0140231,0.284968,0.278715,0.703223,0.708364,0.283739,0.303701,1.6844
2846,2,1564.84,1564.93,1564.89,2580,4028,0.750511,50.1022,52.0253,4.0082,4.16724,44.9414,43.85,0.0120996,0.0151484,0.326339,0.319103,0.662038,0.666874,0.212117,0.235882,1.6112
2846,3,1564.93,1565.03,1564.98,2762,3677,0.781576,56.3153,55.9259,4.57826,4.53617,41.3719,41.6059,0.0126947,0.0145094,0.348995,0.331056,0.638905,0.653796,0.179869,0.22063,1.4708
2846,4,1565.03,1565.12,1565.07,2851,3665,0.785158,57.0316,56.2649,4.65458,4.57138,40.9578,41.4099,0.0127562,0.0151839,0.307857,0.306855,0.679449,0.678635,0.248286,0.260098,1.466
2846,5,1565.12,1565.21,1565.16,2920,3550,0.763125,52.6249,53.456,4.22163,4.29554,43.4954,43.0275,0.0130251,0.016379,0.312874,0.310716,0.674369,0.6741,0.240009,0.256573,1.42
2846,6,1565.21,1565.3,1565.25,2597,4257,0.634801,26.9603,49.6435,2.73824,3.97016,58.7192,45.2153,0.0124532,0.0170562,0.32981,0.323231,0.657165,0.66039,0.213334,0.239562,1.7028
2876,1,1581.25,1581.34,1581.3,2462,4578,0.790502,58.1004,52.348,4.77332,4.19539,40.3383,43.6653,0.010687,0.0126292,0.346902,0.329472,0.640644,0.653472,0.184376,0.231278,1.8312
2876,2,1581.34,1581.43,1581.39,2615,4469,0.786104,57.2207,51.9069,4.67516,4.15701,40.8483,43.9177,0.0113897,0.0142245,0.29645,0.334429,0.692864,0.652942,0.25549,0.204206,1.7876
2876,3,1581.43,1581.53,1581.48,2711,4050,0.812766,62.5531,55.03,5.3409,4.44577,37.7298,42.1227,0.0106319,0.0132058,0.301403,0.334796,0.687208,0.650979,0.251604,0.210525,1.62
2876,4,1581.53,1581.62,1581.57,2860,3870,0.805632,61.1263,56.1823,5.14487,4.56277,38.5713,41.4576,0.0115793,0.0154469,0.269595,0.315034,0.719773,0.67176,0.303741,0.238719,1.548
2876,5,1581.62,1581.71,1581.66,2823,3832,0.780066,56.0131,55.1708,4.54681,4.4598,41.5464,42.0412,0.0116198,0.0163386,0.27734,0.307659,0.711081,0.676895,0.296454,0.263581,1.5328
2876,6,1581.71,1581.8,1581.75,2867,3924,0.783271,56.6543,54.1468,4.61406,4.36022,41.176,42.6305,0.0111439,0.0142084,0.30415,0.312075,0.684231,0.671586,0.248337,0.259821,1.5696
2906,1,1597.75,1597.84,1597.8,2087,5578,0.757392,51.4785,46.4544,4.12188,3.73334,44.1528,47.0479,0.0111485,0.0151002,0.304527,0.323394,0.684329,0.662398,0.244773,0.229436,2.2312
2906,2,1597.84,1597.93,1597.89,1874,6677,0.769693,53.9386,48.327,4.34203,3.86843,42.741,45.9745,0.0106347,0.0123849,0.33682,0.362215,0.652031,0.622685,0.193808,0.17051,2.6708
2906,3,1597.93,1598.03,1597.98,2342,5185,0.605998,21.1997,47.7796,2.53806,3.82828,62.5851,46.2854,0.0120104,0.0134695,0.322617,0.358147,0.666748,0.629468,0.212741,0.167614,2.074
2906,4,1598.03,1598.12,1598.07,2028,5821,0.764877,52.9755,47.8379,4.2531,3.83231,43.2942,46.2539,0.0117329,0.0125553,0.354347,0.361933,0.633643,0.624597,0.171726,0.165798,2.3284
2906,5,1598.12,1598.21,1598.16,1906,6597,0.778701,55.7402,48.6988,4.51877,3.8965,41.7038,45.7611,0.0099312,0.0109799,0.329531,0.36081,0.658736,0.626634,0.207675,0.164377,2.6388
2906,6,1598.21,1598.3,1598.25,2018,6111,0.77345,54.6899,44.5373,4.41403,3.60424,42.3089,48.152,0.0101003,0.0120009,0.318686,0.349011,0.671214,0.638988,0.215805,0.179454,2.4444
2936,1,1614.25,1614.34,1614.3,3046,3146,0.774671,54.9342,53.2572,4.43796,4.27733,42.1683,43.1413,0.0135277,0.0157301,0.322063,0.323998,0.664409,0.660272,0.228438,0.235331,1.2584
2936,2,1614.34,1614.43,1614.39,3252,3000,0.730727,46.1453,36.572,3.7137,3.90719,47.2108,45.6806,0.013622,0.0166549,0.377127,0.348521,0.609251,0.634825,0.144433,0.197189,1.2
2936,3,1614.43,1614.53,1614.48,2843,3579,0.755711,51.1421,53.0315,4.0935,4.25667,44.3456,43.2715,0.0124837,0.0143483,0.342134,0.327373,0.645382,0.658279,0.191689,0.223353,1.4316
2936,4,1614.53,1614.62,1614.57,2827,3609,0.734364,46.8728,52.8697,3.76455,4.24205,46.7929,43.3645,0.0121274,0.0137228,0.34287,0.326894,0.645003,0.659383,0.189086,0.221307,1.4436
2936,5,1614.62,1614.71,1614.66,2851,3597,0.736769,47.3539,51.3276,3.79895,4.10766,46.5168,44.249,0.0121248,0.0158636,0.368032,0.33338,0.619843,0.650757,0.152742,0.219638,1.4388
2936,6,1614.71,1614.8,1614.75,3106,3356,0.769305,53.861,54.0355,4.33472,4.34978,42.7856,42.6938,0.0128285,0.0150385,0.325846,0.31854,0.661326,0.666421,0.218818,0.241776,1.3424
2966,1,1630.75,1630.84,1630.8,2629,4160,0.785948,57.1896,55.6529,4.67176,4.50817,40.8664,41.7639,0.0137752,0.0169475,0.301008,0.309249,0.685216,0.673803,0.266707,0.268176,1.664
2966,2,1630.84,1630.93,1630.89,2775,4156,0.783253,56.6507,55.4642,4.61368,4.48916,41.1781,41.8722,0.0139209,0.0163568,0.302616,0.308215,0.683464,0.675428,0.264596,0.267203,1.6624
2966,3,1630.93,1631.03,1630.98,2740,4079,0.783982,56.7963,53.0178,4.62924,4.25538,41.0939,43.2797,0.013193,0.0169106,0.300414,0.321722,0.686393,0.661367,0.264372,0.244632,1.6316
2966,4,1631.03,1631.12,1631.07,2522,4383,0.772026,54,53,4,4,42,43,0.0122993,0.0152036,0.321365,0.332088,0.666336,0.652709,0.223477,0.219118,1.7532
2966,5,1631.12,1631.21,1631.16,2482,4595,0.784239,56.8479,53.9589,4.63476,4.3422,41.0641,42.74,0.0117483,0.0132314,0.321365,0.332088,0.666336,0.652709,0.223477,0.219118,1.838
2966,6,1631.21,1631.3,1631.25,2544,4380,0.752745,50.5489,47.1162,4.0444,3.78039,44.6855,46.6652,0.0119369,0.0158058,0.303809,0.320215,0.684443,0.666554,0.249703,0.230081,1.752
2997,1,1647.8,1647.89,1647.85,4106,2131,0.80501,61.0019,61.6665,5.12846,5.2161,38.6444,38.2589,0.0163627,0.0179553,0.334964,0.349761,0.653099,0.634434,0.200248,0.192286,0.8524
2997,2,1647.89,1647.98,1647.94,4108,2171,0.789234,57.8468,59.9548,4.74459,4.99314,40.4855,39.2637,0.0171262,0.0193359,0.274598,0.271012,0.709039,0.711032,0.336347,0.355362,0.8684
2997,3,1647.98,1648.08,1648.03,4550,2231,0.794407,58.8814,59.729,4.86398,4.96526,39.8842,39.3951,0.0160464,0.0185243,0.295392,0.281248,0.687482,0.699416,0.296638,0.340274,0.8924
2997,4,1648.08,1648.17,1648.12,3932,2426,0.784926,56.9853,58.9139,4.64957,4.86659,40.9846,39.8714,0.0169748,0.0196157,0.288082,0.282521,0.695871,0.698955,0.305398,0.332456,0.9704
2997,5,1648.17,1648.26,1648.21,3857,2523,0.78489,56.9781,59.2471,4.64879,4.90635,40.9888,39.6773,0.0159837,0.018044,0.295884,0.286864,0.687141,0.693521,0.294786,0.329065,1.0092
2997,6,1648.26,1648.35,1648.3,3892,2535,0.800165,60.033,61.6551,5.00413,5.21448,39.2122,38.2659,0.0146419,0.0168719,0.298838,0.283424,0.685179,0.698532,0.283363,0.327521,1.014
3027,1,1664.3,1664.39,1664.35,2335,4540,0.774358,54.8716,51.3712,4.4318,4.11103,42.2044,44.2262,0.0114427,0.0131922,0.281767,0.271887,0.703591,0.711241,0.309454,0.345941,1.816
3027,2,1664.39,1664.48,1664.44,2628,4334,0.784561,56.9121,56.6692,4.64168,4.6139,41.0269,41.177,0.0135136,0.0141993,0.322242,0.343691,0.666315,0.643116,0.217636,0.192196,1.7336
3027,3,1664.48,1664.58,1664.53,2264,5146,0.780883,56.1765,56.4036,4.56376,4.5855,41.4521,41.3321,0.0119237,0.0142733,0.304064,0.302424,0.682422,0.683377,0.259643,0.26653,2.0584
3027,4,1664.58,1664.67,1664.62,2949,3588,0.783577,56.7154,56.9736,4.62058,4.64673,41.1407,40.9998,0.0155118,0.0183268,0.315589,0.309662,0.672488,0.676065,0.230942,0.25375,1.4352
3027,5,1664.67,1664.76,1664.71,2490,4540,0.783515,56.7031,54.0745,4.61927,4.35313,41.1478,42.6735,0.0125041,0.0145283,0.295372,0.303994,0.689116,0.677679,0.287506,0.285428,1.816
