Bag,Sect,Depth top [m],Depth bot [m],Depth ice/snow [m],Grains [#] (Fabric Analyzer G50 (FA)),Grain size mean [pixel] (Fabric Analyzer G50 (FA)),"Sum vector norm (sum_vector_norm, Fabric Analy...)",Pref orient [%] (Fabric Analyzer G50 (FA)),Pref orient [%] (Weighted),Conc param (Fabric Analyzer G50 (FA)),Conc param (Weighted),Spherical apt [deg] (Fabric Analyzer G50 (FA)),Spherical apt [deg] (Weighted),EVA1 (Fabric Analyzer G50 (FA)),EVA1 (Weighted),EVA2 (Fabric Analyzer G50 (FA)),EVA2 (Weighted),EVA3 (Fabric Analyzer G50 (FA)),EVA3 (Weighted),Woodcock param (Fabric Analyzer G50 (FA)),Woodcock param (Weighted),Grain area [mm**2] (Fabric Analyzer G50 (FA))
1637,3,899.98,900.08,900.03,675,14092,0.747268,49.4535,54.2718,3.95675,4.36719,45.3131,42.5884,0.0153617,0.0156765,0.362104,0.336541,0.622534,0.647782,0.171474,0.21354,5.6368
1637,4,900.08,900.17,900.12,956,8658,0.684142,36.8283,46.4824,3.16598,3.73318,52.6369,47.0493,0.0104817,0.0112728,0.344544,0.380413,0.644975,0.608315,0.17952,0.133405,3.4632
1637,5,900.17,900.26,900.21,1117,7615,0.739534,47.9069,41.0678,3.83928,3.39069,46.1996,50.1761,0.0162853,0.0125962,0.348647,0.373718,0.635067,0.613685,0.195728,0.146302,3.046
1637,6,900.26,900.35,900.3,1091,6508,0.778918,55.7836,55.5387,4.52321,4.49417,41.6788,41.8436,0.00951654,0.011316,0.314389,0.319318,0.676094,0.669366,0.218922,0.221601,2.6032
1933,1,1062.6,1062.69,1062.65,997,13315,0.643901,28.7802,37.7611,2.80821,3.2102,57.5563,52.1213,0.0140032,0.0237541,0.42312,0.413017,0.562877,0.563229,0.0837369,0.108622,5.326
1933,2,1062.69,1062.78,1062.74,932,13343,0.67781,35.5619,36.9172,3.10375,3.16704,53.3919,52.6244,0.00943353,0.0129025,0.390809,0.400751,0.599758,0.586347,0.115014,0.110763,5.3372
1933,3,1062.78,1062.88,1062.83,842,14489,0.659673,31.9345,39.9711,2.93835,3.32777,55.5903,50.8271,0.0111256,0.0131272,0.429071,0.394894,0.559804,0.591979,0.0728198,0.118937,5.7956
1933,4,1062.88,1062.97,1062.92,829,10348,0.689255,37.851,38.4538,3.21807,3.24567,52.0312,51.7195,0.0197371,0.0214856,0.423449,0.355653,0.556814,0.622862,0.0893039,0.199664,4.1392
1933,5,1062.97,1063.06,1063.01,817,14867,0.584651,16.9302,35.8297,2.40761,3.11289,65.7032,53.2788,0.0119261,0.0142962,0.408955,0.385909,0.579119,0.599795,0.0984202,0.13381,5.9468
1933,6,1063.06,1063.15,1063.1,934,12593,0.603551,20.7103,29.4699,2.52239,2.83263,62.9296,57.1689,0.0121237,0.0129031,0.435757,0.415731,0.552119,0.571366,0.066076,0.091573,5.0372
1965,1,1080.2,1080.29,1080.25,863,14468,0.740768,48.1537,35.9162,3.85755,3.1173,46.0581,53.2245,0.011615,0.0151304,0.364297,0.429229,0.624088,0.555641,0.156231,0.0771629,5.7872
1965,2,1080.29,1080.38,1080.34,1001,11572,0.70711,41.422,37.1416,3.41425,3.17857,49.9393,52.4883,0.011661,0.0102911,0.412106,0.438733,0.576233,0.550976,0.0940336,0.0607044,4.6288
1965,3,1080.38,1080.48,1080.43,919,12494,0.724661,44.9322,22.2712,3.63189,2.57025,47.9086,61.8991,0.00984039,0.00976772,0.381457,0.428367,0.608703,0.561865,0.127774,0.0717508,4.9976
1965,4,1080.48,1080.57,1080.52,804,11374,0.729661,45.9323,32.4766,3.69906,2.95825,47.3332,55.3094,0.00949699,0.0129211,0.373328,0.451879,0.617175,0.5352,0.136919,0.0476084,4.5496
1965,5,1080.57,1080.66,1080.61,919,13046,0.724587,44.9175,33.7982,3.63092,3.01778,47.9171,54.4973,0.00958039,0.00988391,0.387261,0.448001,0.603159,0.542115,0.119772,0.0499967,5.2184
1965,6,1080.66,1080.75,1080.7,813,14937,0.753657,50.7314,44.887,4.05938,3.62444,44.5809,47.9738,0.0114469,0.0127358,0.344954,0.37928,0.643599,0.607985,0.183124,0.139038,5.9748
1996,1,1097.25,1097.34,1097.3,937,14279,0.671768,34.3536,29.6338,3.04663,2.83924,54.1179,57.0656,0.00913457,0.00840043,0.440933,0.484002,0.549932,0.507597,0.0569798,0.0117419,5.7116
1996,2,1097.34,1097.43,1097.39,845,15709,0.695336,39.0672,27.834,3.28231,2.76811,51.315,58.2127,0.0163202,0.0137514,0.410066,0.478714,0.573614,0.507535,0.10411,0.0164681,6.2836
1996,4,1097.53,1097.62,1097.57,847,14639,0.699022,39.8044,24.0736,3.3225,2.63102,50.8829,60.677,0.0114126,0.0128184,0.40658,0.451877,0.582007,0.535305,0.100391,0.0475581,5.8556
1996,5,1097.62,1097.71,1097.66,1045,12055,0.659729,31.9457,27.2426,2.93883,2.74623,55.5834,58.5821,0.00889013,0.00905266,0.421225,0.462142,0.569885,0.528805,0.0783437,0.0342621,4.822
1996,6,1097.71,1097.8,1097.75,997,12301,0.733371,46.6743,39.197,3.75053,3.28601,46.9069,51.2747,0.00985175,0.0088198,0.383229,0.424223,0.606919,0.566957,0.125584,0.0748787,4.9204
2026,1,1113.75,1113.84,1113.8,891,13853,0.650503,30.1005,40.0778,2.86125,3.33392,56.7263,50.7623,0.0104577,0.00803513,0.4176,0.415974,0.571942,0.575991,0.0852988,0.0824637,5.5412
2026,2,1113.84,1113.93,1113.89,989,12453,0.646644,29.3289,25.4711,2.83001,2.68081,57.21,59.7389,0.00637629,0.00691926,0.461255,0.484971,0.532368,0.508109,0.0334902,0.0109668,4.9812
2026,3,1113.93,1114.03,1113.98,980,12597,0.689392,37.8784,28.2993,3.21949,2.78653,52.015,,0.00787124,0.00760978,0.432221,0.433559,0.559908,0.558831,0.0646165,0.0627866,5.0388
2026,4,1114.03,1114.12,1114.07,868,14023,0.664097,32.8193,35.8758,2.97705,3.11535,55.0486,53.2485,0.010014,0.00976362,0.421845,0.404521,0.568141,0.585715,0.079593,0.0993891,5.6092
2026,5,1114.12,1114.21,1114.16,868,13295,0.615098,23.0197,32.5109,2.59807,2.96003,61.3284,55.2846,0.00912407,0.00841697,0.435071,0.455269,0.555805,0.536314,0.0633722,0.0410539,5.318
2026,6,1114.21,1114.3,1114.25,951,12465,0.733754,46.7509,41.5788,3.75593,3.41982,46.8629,49.8838,0.00994126,0.00888573,0.383951,0.395769,0.606107,0.595345,0.124949,0.107553,4.986
2056,1,1130.25,1130.34,1130.3,1131,12458,0.737982,47.5964,39.5719,3.81653,3.30679,46.3777,51.0504,0.0106082,0.00987633,0.371253,0.419305,0.618139,0.570819,0.143402,0.0822935,4.9832
2056,2,1130.34,1130.43,1130.39,1113,11510,0.692824,38.5648,30.7736,3.25546,2.88647,51.6104,56.3459,0.0113379,0.0107777,0.405976,0.459018,0.582686,0.530205,0.100989,0.0384301,4.604
2056,3,1130.43,1130.53,1130.48,1121,11114,0.680829,36.1659,29.6751,3.13312,2.8414,53.0312,57.0319,0.00977029,0.0102905,0.412166,0.461265,0.578063,0.528444,0.0903925,0.0357542,4.4456
2056,4,1130.53,1130.62,1130.57,962,12606,0.691358,38.2716,23.4192,3.24,2.6089,51.7831,61.1113,0.0124535,0.0102751,0.424306,0.468949,0.563241,0.520776,0.080277,0.0274354,5.0424
2056,5,1130.62,1130.71,1130.66,1146,11194,0.713627,42.7253,34.6178,3.49194,3.05627,49.1829,53.9931,0.0114974,0.0103554,0.394563,0.431867,0.593939,0.557777,0.115678,0.0685792,4.4776
2056,6,1130.71,1130.8,1130.75,1098,11143,0.712919,42.5838,31.0162,3.48334,2.89659,49.2649,56.1958,0.00957621,0.00995617,0.398417,0.460751,0.592007,0.529293,0.106223,0.0361661,4.4572
2075,1,1140.7,1140.79,1140.75,874,14255,0.736169,47.2339,18.4287,3.79031,2.44904,46.5857,64.6468,0.00976212,0.00925463,0.370119,0.447948,0.620119,0.542798,0.141965,0.0495059,5.702
2075,2,1140.79,1140.88,1140.84,840,14862,0.76135,52.27,33.3963,4.19024,2.99926,43.6989,54.7456,0.0113998,0.0108435,0.334877,0.44286,0.653723,0.546297,0.197896,0.0565839,5.9448
2075,3,1140.88,1140.98,1140.93,752,16892,0.74143,48.2861,26.3821,3.86743,2.71312,45.9822,59.1575,0.00936007,0.00955638,0.364678,0.475374,0.625962,0.515069,0.147513,0.0205275,6.7568
2075,4,1140.98,1141.07,1141.02,996,12556,0.698784,39.7567,27.8816,3.31987,2.77043,50.9108,58.1738,0.00760748,0.00838321,0.42152,0.463618,0.570873,0.527999,0.0755466,0.0324046,5.0224
2075,5,1141.07,1141.16,1141.11,1034,12303,0.688444,37.6888,26.6555,3.2097,2.72422,52.1271,58.9623,0.0101485,0.0102789,0.42751,0.408713,0.562341,0.581008,0.0732844,0.0955084,4.9212
2075,6,1141.16,1141.25,1141.2,935,12785,0.715933,43.1866,30.6984,3.52029,2.88285,48.916,56.4,0.00862158,0.00942496,0.373715,0.431469,0.617663,0.559106,0.133303,0.0677701,5.114
2106,1,1157.75,1157.84,1157.8,1389,8577,0.726931,45.3862,42.7558,3.66208,3.49129,47.6473,49.1892,0.00933961,0.00814362,0.38614,0.400362,0.60452,0.591494,0.12043,0.100197,3.4308
2106,2,1157.84,1157.93,1157.89,992,12027,0.723664,44.7329,40.6081,3.61879,3.36407,48.0235,50.4483,0.00857928,0.00793586,0.385446,0.412098,0.605975,0.579966,0.118904,0.0865112,4.8108
2106,3,1157.93,1158.03,1157.98,1252,9209,0.744617,48.9233,42.8879,3.91568,3.49909,45.6169,49.1152,0.0084679,0.00746055,0.362679,0.399868,0.628853,0.592671,0.146486,0.098833,3.6836
2106,4,1158.03,1158.12,1158.07,1128,10203,0.734871,46.9742,41.8652,3.77175,3.43723,46.7347,49.7117,0.0119664,0.0117458,0.364354,0.401669,0.623679,0.586585,0.15735,0.107212,4.0812
2106,5,1158.12,1158.21,1158.16,1118,10654,0.733148,46.6295,40.755,3.74739,3.3728,46.9326,50.3586,0.0101778,0.0121749,0.356039,0.410871,0.633783,0.576954,0.162221,0.096474,4.2616
2106,6,1158.21,1158.3,1158.25,1420,7987,0.721696,44.3392,41.0646,3.59319,3.39116,48.2504,50.1715,0.00909842,0.0107494,0.393753,0.414824,0.597148,0.574427,0.110531,0.08911,3.1948
2136,1,1174.25,1174.34,1174.3,1674,7069,0.738662,47.7325,44.1015,3.82647,3.57577,46.2996,48.4068,0.012265,0.0108773,0.360346,0.38295,0.627389,0.606172,0.164039,0.128961,2.8276
2136,2,1174.34,1174.43,1174.39,1435,7890,0.713019,42.6039,37.2607,3.48456,3.18558,49.2533,52.4063,0.0117262,0.0108547,0.396886,0.427203,0.591388,0.561942,0.113243,0.074643,3.156
2136,3,1174.43,1174.53,1174.48,1099,10009,0.702859,40.5718,39.0771,3.36541,3.27985,50.4345,51.3418,0.0092779,0.00808866,0.371022,0.424855,0.6197,0.567056,0.13907,0.0728828,4.0036
2136,4,1174.53,1174.62,1174.57,1288,8607,0.759286,51.8571,42.363,4.1543,3.4673,43.9357,49.4188,0.0125326,0.0108285,0.34246,0.400603,0.645008,0.588569,0.191397,0.106549,3.4428
2136,5,1174.62,1174.71,1174.66,1128,9491,0.758086,51.6172,40.9115,4.1337,3.38175,44.0733,50.267,0.0132807,0.016171,0.342064,0.408897,0.644656,0.574932,0.195069,0.1055,3.7964
2136,6,1174.71,1174.8,1174.75,1283,8665,0.719695,43.9389,39.8292,3.56754,3.32128,48.4813,50.8959,0.0144147,0.0140781,0.394115,0.414109,0.59147,0.571813,0.122709,0.0954257,3.466
2156,1,1185.25,1185.34,1185.3,833,14891,0.762752,52.5504,36.2489,4.215,3.13343,43.5381,53.0274,0.0116337,0.0124876,0.323531,0.404679,0.664835,0.582833,0.216589,0.104879,5.9564
2156,2,1185.34,1185.43,1185.39,865,14067,0.731284,46.2568,38.2638,3.7214,3.23585,47.1467,51.8298,0.00822353,0.00842167,0.387864,0.413267,0.603912,0.578311,0.114897,0.0863071,5.6268
2156,3,1185.43,1185.53,1185.48,1099,11117,0.705774,41.1548,36.6039,3.39875,3.1519,50.0948,52.8047,0.00760037,0.00712589,0.409845,0.433816,0.582554,0.559058,0.0881845,0.0617283,4.4468
2156,4,1185.53,1185.62,1185.57,869,14086,0.763771,52.7541,41.1488,4.23317,3.39449,43.4212,50.1377,0.0117598,0.0102577,0.339662,0.409271,0.648578,0.580471,0.192322,0.0947987,5.6344
2156,5,1185.62,1185.71,1185.66,986,11900,0.73628,47.2561,35.932,3.79191,3.11852,46.5729,53.2095,0.0093895,0.00846499,0.370655,0.443483,0.619956,0.548052,0.139941,0.0534796,4.76
2156,6,1185.71,1185.8,1185.75,683,18222,0.627175,25.435,31.4232,2.68222,2.91217,59.713,55.9673,0.00971268,0.00850471,0.445852,0.443069,0.544436,0.548427,0.0522046,0.053965,7.2888
2176,1,1196.25,1196.34,1196.3,1250,9141,0.715331,43.0662,41.1749,3.51285,3.39719,48.9856,50.1105,0.00950105,0.00842369,0.395432,0.412495,0.595067,0.579082,0.109612,0.0871768,3.6564
2176,2,1196.34,1196.43,1196.39,1273,8921,0.728369,45.6738,42.2396,3.68146,3.45986,47.4818,49.4908,0.00879958,0.00849876,0.381858,0.404128,0.609343,0.587373,0.12395,0.0968276,3.5684
2176,3,1196.43,1196.53,1196.48,1395,8042,0.715715,43.143,43.5674,3.5176,3.54151,48.9412,48.7192,0.0077106,0.00705908,0.369008,0.393605,0.623281,0.599336,0.135509,0.104569,3.2168
2176,4,1196.53,1196.62,1196.57,1133,8448,0.733287,46.6574,41.7652,3.74935,3.43134,46.9166,49.7697,0.00683893,0.00791124,0.375131,0.408986,0.61803,0.583103,0.124671,0.0898981,3.3792
2176,5,1196.62,1196.71,1196.66,1238,9383,0.750817,50.1633,45.7174,4.01311,3.68145,44.9064,47.482,0.00826179,0.00782159,0.349822,0.376987,0.641916,0.615191,0.162058,0.126369,3.7532
2176,6,1196.71,1196.8,1196.75,1234,9506,0.698672,39.7343,33.3795,3.31864,2.99964,50.9239,54.7404,0.00750934,0.00765345,0.399004,0.402712,0.593486,0.589634,0.0999393,0.0962084,3.8024
2206,1,1212.75,1212.84,1212.8,1243,9502,0.694705,38.9409,36.2627,3.27552,3.13535,51.3892,53.004,0.0106529,0.0155144,0.428797,0.433621,0.560551,0.550865,0.0725104,0.0718587,3.8008
2206,2,1212.84,1212.93,1212.89,1253,10015,0.720105,44.021,36.9502,3.57277,3.16956,48.4339,52.5945,0.0109288,0.019592,0.388672,0.425061,0.600399,0.555347,0.121763,0.0868874,4.006
2206,3,1212.93,1213.03,1212.98,1327,8968,0.717587,43.5175,36.3082,3.54092,3.13776,48.7247,52.9749,0.0125107,0.0170438,0.390304,0.418249,0.597185,0.564707,0.123622,0.0938135,3.5872
2206,4,1213.03,1213.12,1213.07,1314,9260,0.702787,40.5573,15.911,3.36459,2.37662,50.4429,66.5416,0.0109086,0.0192172,0.40177,0.433221,0.587321,0.547562,0.105285,0.0751831,3.704
2206,5,1213.12,1213.21,1213.16,1616,7101,0.745719,49.1437,40.1388,3.93265,3.339,45.4906,50.709,0.0119156,0.0198505,0.352851,0.402471,0.635233,0.577679,0.173528,0.120089,2.8404
2206,6,1213.21,1213.3,1213.25,1428,9038,0.704721,40.9443,33.7653,3.38663,3.01745,50.2174,54.5016,0.0155876,0.0313399,0.390116,0.424319,0.594297,0.544341,0.130727,0.0955977,3.6152
2221,1,1221,1221.09,1221.05,1578,7419,0.738821,47.7642,40.9479,3.82879,3.38469,46.2815,50.2371,0.0106116,0.0167645,0.36535,0.403893,0.624039,0.579342,0.151277,0.113373,2.9676
2221,2,1221.09,1221.18,1221.14,451,10038,0.651969,30.3938,17.5396,2.87331,2.42003,56.5434,65.3793,0.00627652,0.00754259,0.43246,0.435637,0.561264,0.556821,0.0615924,0.0605077,4.0152
2221,3,1221.18,1221.28,1221.23,1751,8304,0.73746,47.492,42.8118,3.80894,3.49523,46.4376,49.1518,0.00714325,0.0076691,0.368774,0.39579,0.624083,0.596541,0.133392,0.104031,3.3216
2236,1,1229.25,1229.34,1229.3,1323,7845,0.627248,25.4495,30.1985,2.68275,2.8631,59.7035,56.6981,0.0073159,0.00807785,0.438264,0.403892,0.55442,0.58803,0.057443,0.0960195,3.138
2236,2,1229.34,1229.43,1229.39,1318,8924,0.612012,22.4024,37.2114,2.5774,3.18287,61.7506,52.4379,0.00699577,0.00640915,0.434277,0.437025,0.558727,0.556566,0.0610357,0.057267,3.5696
2236,3,1229.43,1229.53,1229.48,1166,9707,0.705819,41.1638,37.9683,3.39927,3.22139,50.0895,51.9934,0.00953746,0.0122629,0.411842,0.418356,0.57862,0.569381,0.0902973,0.0873194,3.8828
2236,4,1229.53,1229.62,1229.57,1147,9984,0.683343,36.6686,31.4195,3.15799,2.91374,52.7319,55.9444,0.00761476,0.00653343,0.447942,0.441159,0.544443,0.552308,0.0478824,0.0533419,3.9936
2236,5,1229.62,1229.71,1229.66,1421,7961,0.628083,25.6165,35.0321,2.68877,3.07628,59.5938,53.737,0.0108788,0.0307294,0.451415,0.402357,0.537706,0.566913,0.046952,0.133301,3.1844
2236,6,1229.71,1229.8,1229.75,1134,10168,0.713176,42.6352,39.954,3.48646,3.32784,49.2352,50.8264,0.00916409,0.0328109,0.399975,0.385491,0.59086,0.581698,0.103328,0.166994,4.0672
2256,1,1240.25,1240.34,1240.3,1619,7539,0.71349,42.698,41.2869,3.49028,3.40429,49.1987,50.0389,0.0129177,0.0118099,0.387855,0.395302,0.599227,0.592888,0.127867,0.115463,3.0156
2256,2,1240.34,1240.43,1240.39,1848,6352,0.70966,41.932,41.5849,3.44424,3.42192,49.6429,49.8629,0.0167911,0.0181285,0.387299,0.397374,0.59591,0.584497,0.137299,0.124984,2.5408
2256,3,1240.43,1240.53,1240.48,1627,7299,0.725215,45.0431,43.4306,3.63921,3.53331,47.8448,48.795,0.0112419,0.0153995,0.385725,0.392471,0.603033,0.592129,0.12639,0.127006,2.9196
2256,4,1240.53,1240.62,1240.57,1737,7333,0.728088,45.6176,44.0629,3.67766,3.57339,47.5142,48.4284,0.0149033,0.0211286,0.369678,0.377935,0.615419,0.600936,0.158724,0.160801,2.9332
2256,5,1240.62,1240.71,1240.66,1569,8386,0.698511,39.7023,36.0236,3.31688,3.12416,50.9427,53.1404,0.0106054,0.0163475,0.413643,0.417823,0.575752,0.565829,0.0902586,0.093562,3.3544
2256,6,1240.71,1240.8,1240.75,1560,8385,0.71645,43.29,41.4779,3.52672,3.41532,48.8562,49.9286,0.0111102,0.0306006,0.385801,0.383644,0.603088,0.585755,0.125933,0.167353,3.354
2286,1,1256.75,1256.84,1256.8,1870,6176,0.744089,48.8179,41.0062,3.90761,3.38837,45.6774,50.1997,0.0116013,0.0175998,0.357167,0.385542,0.631232,0.596859,0.166167,0.141582,2.4704
2286,2,1256.84,1256.93,1256.89,1581,6848,0.758506,51.7011,33.5158,4.14088,3.00633,44.0251,54.6503,0.00892122,0.00994758,0.341732,0.399909,0.649347,0.590144,0.176087,0.105344,2.7392
2286,3,1256.93,1257.03,1256.98,2081,5722,0.769112,53.8224,54.6678,4.3311,4.40976,42.8078,42.3342,0.0109162,0.0138767,0.321765,0.313904,0.667319,0.672219,0.215584,0.244157,2.2888
2286,4,1257.03,1257.12,1257.07,1967,6186,0.729764,45.9528,44.0502,3.70047,3.57282,47.3214,48.4335,0.0116754,0.0230016,0.37454,0.364887,0.613785,0.612112,0.142421,0.187165,2.4744
2286,5,1257.12,1257.21,1257.16,1848,6341,0.737383,47.4765,44.9328,3.80782,3.62996,46.4465,47.9255,0.0103184,0.0148011,0.368801,0.376503,0.620881,0.608696,0.145647,0.148442,2.5364
2286,6,1257.21,1257.3,1257.25,1724,7050,0.725337,45.0675,43.0353,3.64083,3.50891,47.8307,49.0226,0.0104625,0.0182474,0.378962,0.379134,0.610575,0.602618,0.132873,0.15274,2.82
2316,1,1273.25,1273.34,1273.3,2111,5865,0.705202,41.0403,48.5154,3.39215,3.88282,50.1614,45.8647,0.0150031,0.0262746,0.367194,0.338489,0.617803,0.635237,0.162708,0.246297,2.346
2316,2,1273.34,1273.43,1273.39,2243,5600,0.762715,52.5429,44.6005,4.21433,3.60853,43.5424,48.1139,0.0138033,0.0278116,0.332855,0.327766,0.653341,0.644423,0.211886,0.274057,2.24
2316,3,1273.43,1273.53,1273.48,2463,4861,0.751342,50.2684,51.0001,4.02159,4.07999,44.8462,44.4383,0.0144887,0.0225276,0.349696,0.329201,0.635815,0.648272,0.187783,0.25267,1.9444
2316,4,1273.53,1273.62,1273.57,2121,5255,0.745417,49.0834,49.3877,3.92799,3.94974,45.5252,45.3645,0.0102956,0.0132279,0.349302,0.346768,0.640402,0.640004,0.171998,0.187617,2.102
2316,5,1273.62,1273.71,1273.66,2103,5798,0.753645,50.729,53.3155,4.05918,4.28204,44.5823,43.1117,0.0118339,0.0124164,0.347649,0.323587,0.640517,0.663997,0.180782,0.220463,2.3192
2316,6,1273.71,1273.8,1273.75,2178,5150,0.767373,53.4746,52.8429,4.29873,4.23919,43.0076,43.3827,0.011182,0.0124106,0.331372,0.328295,0.657446,0.659294,0.202164,0.212879,2.06
2356,1,1295.25,1295.34,1295.3,2122,5391,0.722646,44.5292,48.5451,3.6055,3.88507,48.1408,45.8476,0.0112912,0.0139677,0.384863,0.352979,0.603846,0.633053,0.127642,0.180869,2.1564
2356,2,1295.34,1295.43,1295.39,1411,8647,0.719571,43.9143,37.3934,3.56597,3.19229,48.4955,52.3282,0.00952982,0.00985553,0.385658,0.375742,0.604812,0.614403,0.121595,0.135064,3.4588
2356,3,1295.43,1295.53,1295.48,1602,7477,0.713027,42.6053,29.621,3.48464,2.83998,49.2524,57.054,0.00807547,0.00833072,0.385528,0.410227,0.606397,0.581442,0.117162,0.0895106,2.9908
2356,4,1295.53,1295.62,1295.57,1633,7085,0.708062,41.6123,29.4709,3.42538,2.83397,49.8286,57.1479,0.0103383,0.0127997,0.397984,0.418122,0.591677,0.569079,0.108627,0.0884151,2.834
2356,5,1295.62,1295.71,1295.66,1866,6212,0.747649,49.5299,36.4199,3.96274,3.14395,45.2694,52.9001,0.00988412,0.012816,0.350896,0.358181,0.63922,0.629003,0.16802,0.169081,2.4848
2356,6,1295.71,1295.8,1295.75,1331,5785,0.744313,48.8626,48.0149,3.91103,3.84437,45.6517,46.1601,0.0101088,0.0106213,0.344778,0.349272,0.645113,0.640106,0.177511,0.173428,2.314
2386,1,1311.75,1311.84,1311.8,1253,9660,0.737058,47.4117,33.4761,3.80313,3.00404,46.4837,54.6811,0.00656924,0.00906263,0.36762,0.452951,0.625811,0.537986,0.132185,0.0439837,3.864
2386,2,1311.84,1311.93,1311.89,1264,10054,0.769523,53.9045,41.3803,4.33882,3.40912,42.7606,49.9905,0.00629496,0.00903394,0.336295,0.411587,0.65741,0.579379,0.168497,0.0895354,4.0216
2386,3,1311.93,1312.03,1311.98,1468,8071,0.768977,53.7954,33.1081,4.32857,2.98786,42.8233,54.9003,0.00665915,0.00706819,0.3337,0.395375,0.65964,0.597557,0.174095,0.102632,3.2284
2386,4,1312.03,1312.12,1312.07,1390,8288,0.731617,46.3235,39.5415,3.72602,3.30567,47.1084,51.0624,0.00642877,0.00666012,0.37254,0.419392,0.621032,0.573948,0.125885,0.0757319,3.3152
2386,5,1312.12,1312.21,1312.16,1684,6710,0.756985,51.397,37.8364,4.11497,3.21541,44.1995,52.0617,0.00797658,0.00962659,0.344866,0.384826,0.647157,0.605547,0.167107,0.122915,2.684
2386,6,1312.21,1312.3,1312.25,1314,8936,0.749098,49.8195,35.7284,3.98561,3.10943,45.1034,53.3216,0.0065586,0.0125634,0.358472,0.435975,0.634969,0.551461,0.142893,0.0662531,3.5744
2416,1,1328.25,1328.34,1328.3,1602,6676,0.708769,41.7539,40.47,3.43371,3.35756,49.7464,50.5156,0.0108579,0.0139834,0.394314,0.399996,0.594828,0.58602,0.114447,0.113878,2.6704
2416,2,1328.34,1328.43,1328.39,1732,5772,0.736776,47.3552,45.7742,3.79905,3.68615,46.5161,47.4421,0.0119771,0.0123173,0.365092,0.374129,0.622931,0.613554,0.156354,0.144911,2.3088
2416,3,1328.43,1328.53,1328.48,1895,6107,0.71371,42.7421,46.3389,3.49297,3.72513,49.1732,47.1158,0.0112541,0.0129674,0.396161,0.373475,0.592585,0.613558,0.113076,0.147727,2.4428
2416,4,1328.53,1328.62,1328.57,1885,5710,0.742694,48.5388,38.915,3.88642,3.27239,45.8373,51.4235,0.0107006,0.0110373,0.358336,0.396696,0.630964,0.592266,0.161136,0.111893,2.284
2416,5,1328.62,1328.71,1328.66,1974,5868,0.743398,48.6796,45.6111,3.89708,3.67536,45.7566,47.5337,0.0134983,0.0169488,0.356085,0.366437,0.630417,0.616614,0.174544,0.169317,2.3472
2416,6,1328.71,1328.8,1328.75,1993,5652,0.70522,41.0441,44.0891,3.39236,3.57532,50.1592,48.4108,0.010767,0.0107639,0.393455,0.376679,0.595778,0.612557,0.115299,0.136771,2.2608
2436,1,1339.25,1339.34,1339.3,1536,6009,0.748946,49.7891,50.8128,3.9832,4.06345,45.1208,44.5527,0.00732907,0.00789127,0.357469,0.349022,0.635202,0.643087,0.147895,0.161279,2.4036
2436,2,1339.34,1339.43,1339.39,2119,5107,0.757,51.4001,52.6312,4.11523,4.2202,44.1977,43.5046,0.00850793,0.00830764,0.34,0.329648,0.651492,0.662045,0.176337,0.189442,2.0428
2436,3,1339.43,1339.53,1339.48,2441,4443,0.779179,55.8358,55.4565,4.52856,4.48815,41.6487,41.8779,0.00967469,0.00997129,0.310938,0.31482,0.679387,0.675209,0.225239,0.221019,1.7772
2436,4,1339.53,1339.62,1339.57,1651,7321,0.749019,49.8039,47.8866,3.98437,3.83546,45.1124,46.2294,0.00608608,0.00637256,0.352327,0.363194,0.641586,0.630434,0.147684,0.136404,2.9284
2436,5,1339.62,1339.71,1339.66,2340,4937,0.748213,49.6426,53.3636,3.97161,4.28666,45.2048,43.0828,0.00862509,0.00915948,0.351941,0.330097,0.639434,0.660743,0.161002,0.1936,1.9748
2436,6,1339.71,1339.8,1339.75,2232,5268,0.759767,51.9533,56.3898,4.16262,4.58403,43.8806,41.3401,0.00907563,0.00998629,0.333226,0.306695,0.657698,0.683319,0.188698,0.233925,2.1072
2446,1,1344.75,1344.84,1344.8,1798,6545,0.710935,42.187,41.6194,3.45943,3.42389,49.4949,49.8434,0.0107888,0.0148883,0.396736,0.39152,0.592475,0.593591,0.111252,0.127285,2.618
2446,2,1344.84,1344.93,1344.89,2090,5685,0.726661,45.3321,45.3593,3.65845,3.65852,47.6784,47.6778,0.00898032,0.010041,0.382147,0.359662,0.608873,0.630297,0.124189,0.156777,2.274
2446,3,1344.93,1345.03,1344.98,2179,5231,0.74248,48.4959,48.2475,3.88319,3.86278,45.8619,46.0179,0.0117314,0.0117962,0.352446,0.350558,0.635823,0.637646,0.173403,0.176387,2.0924
2446,4,1345.03,1345.12,1345.07,1721,7569,0.737703,47.5406,43.7334,3.81247,3.55244,46.4097,48.6188,0.00867183,0.00863873,0.365572,0.387314,0.625756,0.604047,0.143663,0.11686,3.0276
2446,5,1345.12,1345.21,1345.16,1808,7141,0.71679,43.358,44.953,3.53095,3.63125,48.8169,47.9142,0.00782131,0.00782581,0.371969,0.378328,0.62021,0.613846,0.13238,0.124791,2.8564
2446,6,1345.21,1345.3,1345.25,1823,7298,0.747794,49.5588,46.3949,3.96501,3.72894,45.2528,47.0843,0.00804319,0.00851075,0.352132,0.368046,0.639825,0.623443,0.158021,0.139917,2.9192
